,volatility
2005-01-31,0.15
2005-02-28,0.15209143984783985
2005-03-31,0.154179218809583
2005-04-30,0.15625968240719992
2005-05-31,0.15832918896757867
2005-06-30,0.16038411599696126
2005-07-31,0.16242086652180845
2005-08-31,0.1644358753849935
2005-09-30,0.1664256154863037
2005-10-31,0.16838660395632718
2005-11-30,0.17031540825291694
2005-12-31,0.17220865216956147
2006-01-31,0.17406302174514482
2006-02-28,0.1758752710647513
2006-03-31,0.17764222794136117
2006-04-30,0.17936079946849198
2006-05-31,0.18102797743406612
2006-06-30,0.1826408435860281
2006-07-31,0.18419657474049456
2006-08-31,0.18569244772349536
2006-09-30,0.18712584413765637
2006-10-31,0.18849425494547925
2006-11-30,0.1897952848611966
2006-12-31,0.19102665654351422
2007-01-31,0.19218621458190177
2007-02-28,0.19327192926945397
2007-03-31,0.19428190015571864
2007-04-30,0.19521435937327203
2007-05-31,0.1960676747322194
2007-06-30,0.19684035257720314
2007-07-31,0.1975310404019187
2007-08-31,0.19813852921656064
2007-09-30,0.19866175566405578
2007-10-31,0.19909980388137838
2007-11-30,0.19945190710269006
2007-12-31,0.1997174490014974
2008-01-31,0.19989596476947885
2008-02-29,0.1999871419300916
2008-03-31,0.19999082088553516
2008-04-30,0.1999069951961135
2008-05-31,0.19973581159150727
2008-06-30,0.19947756971393607
2008-07-31,0.1991327215936603
2008-08-31,0.19870187085774121
2008-09-30,0.19818577167344326
2008-10-31,0.1975853274281291
2008-11-30,0.19690158914795747
2008-12-31,0.19613575365815203
2009-01-31,0.19528916148806144
2009-02-28,0.1943632945246777
2009-03-31,0.19335977341872007
2009-04-30,0.1922803547478249
2009-05-31,0.1911269279418072
2009-06-30,0.1899015119753757
2009-07-31,0.18860625183409088
2009-08-31,0.18724341475975165
2009-09-30,0.1858153862817829
2009-10-31,0.18432466604157094
2009-11-30,0.18277386341705565
2009-12-31,0.18116569295523807
2010-01-31,0.17950296962059867
2010-02-28,0.17778860386774353
2010-03-31,0.17602559654690303
2010-04-30,0.174217033651201
2010-05-31,0.17236608091488823
2010-06-30,0.1704759782719963
2010-07-31,0.16855003418511086
2010-08-31,0.1665916198541916
2010-09-30,0.16460416331557576
2010-10-31,0.1625911434414946
2010-11-30,0.1605560838506059
2010-12-31,0.15850254674020156
2011-01-31,0.15643412665088688
2011-02-28,0.15435444417464533
2011-03-31,0.15226713961730293
2011-04-30,0.150175866626485
2011-05-31,0.1480842857962193
2011-06-30,0.1459960582593802
2011-07-31,0.14391483927918944
2011-08-31,0.14184427185099144
2011-09-30,0.13978798032550224
2011-10-31,0.13774956406469455
2011-11-30,0.13573259114142308
2011-12-31,0.13374059209381922
2012-01-31,0.13177705374538665
2012-02-29,0.12984541310161588
2012-03-31,0.12794905133380088
2012-04-30,0.1260912878605887
2012-05-31,0.12427537453762177
2012-06-30,0.12250448996544351
2012-07-31,0.12078173392563064
2012-08-31,0.11911012195489135
2012-09-30,0.11749258006662691
2012-10-31,0.11593193962919617
2012-11-30,0.11443093240984797
2012-12-31,0.112992185792997
2013-01-31,0.11161821818121247
2013-02-28,0.11031143458697065
2013-03-31,0.10907412242288651
2013-04-30,0.10790844749779435
2013-05-31,0.10681645022568503
2013-06-30,0.10580004205413626
2013-07-31,0.1048610021184875
2013-08-31,0.10400097412761633
2013-09-30,0.10322146348676678
2013-10-31,0.10252383466246665
2013-11-30,0.10190930879414586
2013-12-31,0.10137896155663664
2014-01-31,0.10093372127729693
2014-02-28,0.10057436731105293
2014-03-31,0.1003015286762052
2014-04-30,0.10011568295338608
2014-05-31,0.10001715544959563
2014-06-30,0.10000611862877978
2014-07-31,0.10008259180994689
2014-08-31,0.10024644113335143
2014-09-30,0.10049737979480415
2014-10-31,0.10083496854769808
2014-11-30,0.10125861647187209
2014-12-31,0.10176758200796598
2015-01-31,0.10236097425545648
2015-02-28,0.10303775453210226
2015-03-31,0.1037967381920682
2015-04-30,0.10463659669954611
2015-05-31,0.10555585995424296
2015-06-30,0.10655291886466525
2015-07-31,0.10762602816469571
2015-08-31,0.10877330946853198
2015-09-30,0.1099927545586398
2015-10-31,0.11128222890096566
2015-11-30,0.11263947538125565
2015-12-31,0.11406211825594027
2016-01-31,0.11554766731066984
2016-02-29,0.11709352221922126
2016-03-31,0.11869697709514601
2016-04-30,0.12035522522819228
2016-05-31,0.12206536399721059
2016-06-30,0.12382439995094326
2016-07-31,0.1256292540478041
2016-08-31,0.12747676704547653
2016-09-30,0.1293637050308965
2016-10-31,0.13128676508093987
2016-11-30,0.13324258104390618
2016-12-31,0.1352277294316784
2017-01-31,0.13723873541224535
2017-02-28,0.1392720788920972
2017-03-31,0.14132420067784723
2017-04-30,0.14339150870629463
2017-05-31,0.14547038433202297
2017-06-30,0.14755718866152895
2017-07-31,0.14964826892279323
2017-08-31,0.15173996485914454
2017-09-30,0.15382861513622514
2017-10-31,0.15591056375084278
2017-11-30,0.15798216643049065
2017-12-31,0.1600397970123337
2018-01-31,0.16207985379049591
2018-02-28,0.16409876582053767
2018-03-31,0.16609299917008752
2018-04-30,0.16805906310468782
2018-05-31,0.16999351619802597
2018-06-30,0.1718929723558563
2018-07-31,0.1737541067430674
2018-08-31,0.17557366160352095
2018-09-30,0.17734845196247445
2018-10-31,0.17907537120160635
2018-11-30,0.18075139649688518
2018-12-31,0.18237359410976348
2019-01-31,0.18393912452243566
2019-02-28,0.18544524740817064
2019-03-31,0.18688932642801848
2019-04-30,0.18826883384549573
2019-05-31,0.18958135495117137
2019-06-30,0.19082459228940865
2019-07-31,0.1919963696798641
2019-08-31,0.19309463602670462
2019-09-30,0.19411746890887474
2019-10-31,0.19506307794512998
2019-11-30,0.1959298079279456
2019-12-31,0.19671614172081536
2020-01-31,0.19742070291386898
2020-02-29,0.19804225823315957
2020-03-31,0.1985797196994038
2020-04-30,0.19903214653239643
2020-05-31,0.19939874679776537
2020-06-30,0.19967887879318488
2020-07-31,0.1998720521716204
2020-08-31,0.19997792879963913
2020-09-30,0.1999963233492834
2020-10-31,0.19992720362247157
2020-11-30,0.19977069060735786
2020-12-31,0.19952705826655304
2021-01-31,0.19919673305757635
2021-02-28,0.19878029318637822
2021-03-31,0.19827846759524026
2021-04-30,0.19769213468682434
2021-05-31,0.19702232078660417
2021-06-30,0.1962701983463704
2021-07-31,0.1954370838919544
2021-08-31,0.19452443571876274
2021-09-30,0.19353385133915602
2021-10-31,0.19246706468614053
2021-11-30,0.1913259430782673
2021-12-31,0.19011248395105096
2022-01-31,0.18882881136063037
2022-02-28,0.18747717226579033
2022-03-31,0.18605993259485287
2022-04-30,0.184579573104323
2022-05-31,0.18303868503653664
2022-06-30,0.18143996558391356
2022-07-31,0.17978621316775317
2022-08-31,0.17808032253983794
2022-09-30,0.17632527971541906
2022-10-31,0.17452415674645225
2022-11-30,0.17268010634423456
2022-12-31,0.1707963563608538
2023-01-31,0.16887620413910986
2023-02-28,0.16692301074079918
2023-03-31,0.16494019506346422
2023-04-30,0.16293122785590647
2023-05-31,0.16089962564293864
2023-06-30,0.15884894457000906
2023-07-31,0.15678277417847422
2023-08-31,0.15470473112241476
2023-09-30,0.15261845283799216
2023-10-31,0.150527591176429
2023-11-30,0.14843580601175646
2023-12-31,0.1463467588345187
2024-01-31,0.14426410634264783
2024-02-29,0.14219149404072742
2024-03-31,0.1401325498588496
2024-04-30,0.1380908778022347
2024-05-31,0.13607005164272873
2024-06-30,0.13407360866322263
2024-07-31,0.13210504346594182
2024-08-31,0.1301678018554445
2024-09-30,0.12826527480703676
2024-10-31,0.1264007925311605
2024-11-30,0.12457761864414599
2024-12-31,0.12279894445553151
